Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,2urvived,Embarked_1.0,Embarked_2.0,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teen,FamilySize,IsAlone,Fare_log
647,19.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
648,56.0,35.5,0,0,0,1,1,False,False,False,False,False,1,1,3.597312260588446
649,28.0,7.55,0,0,0,3,0,False,True,False,False,False,1,1,2.145931282948669
650,23.0,7.55,1,0,0,3,1,False,True,False,False,False,1,1,2.145931282948669
651,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
652,18.0,23.0,1,0,1,2,1,False,True,False,False,False,2,0,3.1780538303479458
653,21.0,8.4333,0,0,0,3,0,False,True,False,False,False,1,1,2.2442459824059346
654,28.0,7.8292,1,0,0,3,1,True,False,False,False,False,1,1,2.17806441028492
655,18.0,6.75,1,0,0,3,0,True,False,False,False,False,1,1,2.0476928433652555
656,24.0,73.5,0,2,0,2,0,False,True,False,False,False,3,0,4.310799125385514
657,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
658,32.0,15.5,1,1,1,3,0,True,False,False,False,False,3,0,2.803360380906535
659,23.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
660,58.0,113.275,0,0,2,1,0,False,False,False,False,False,3,0,4.738607824217808
661,50.0,133.65,0,2,0,1,1,False,True,False,False,False,3,0,4.902678819257608
662,40.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
663,47.0,25.5875,0,0,0,1,0,False,True,False,False,False,1,1,3.2804411805263554
664,36.0,7.4958,0,0,0,3,0,False,True,False,False,False,1,1,2.139571923732859
665,20.0,7.925,0,1,0,3,1,False,True,False,False,False,2,0,2.188856327665703
666,32.0,73.5,0,2,0,2,0,False,True,False,False,False,3,0,4.310799125385514
667,25.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
668,28.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
669,43.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
670,28.0,52.0,1,1,0,1,1,False,True,False,False,False,2,0,3.970291913552122
671,40.0,39.0,1,1,1,2,1,False,True,False,False,False,3,0,3.6888794541139363
672,31.0,52.0,0,1,0,1,0,False,True,False,False,False,2,0,3.970291913552122
673,70.0,10.5,0,0,0,2,0,False,True,False,True,False,1,1,2.4423470353692043
674,31.0,13.0,0,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
675,28.0,0.0,0,0,0,2,0,False,True,False,False,False,1,1,0.0
676,18.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
677,24.5,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
678,18.0,9.8417,1,0,0,3,1,False,True,False,False,False,1,1,2.3833998102837652
679,43.0,46.9,1,1,6,3,0,False,True,False,False,False,8,0,3.8691155044168695
680,36.0,512.3292,0,0,1,1,1,False,False,False,False,False,2,0,6.240917354759096
681,28.0,8.1375,1,0,0,3,0,True,False,False,False,False,1,1,2.212386825075897
682,27.0,76.7292,0,0,0,1,1,False,False,False,False,False,1,1,4.353230991152628
683,20.0,9.225,0,0,0,3,0,False,True,False,False,False,1,1,2.3248357019288655
684,14.0,46.9,0,5,2,3,0,False,True,False,False,True,8,0,3.8691155044168695
685,60.0,39.0,0,1,1,2,0,False,True,False,True,False,3,0,3.6888794541139363
686,25.0,41.5792,0,1,2,2,0,False,False,False,False,False,4,0,3.7513658711253766
687,14.0,39.6875,0,4,1,3,0,False,True,False,False,True,6,0,3.705920919968788
688,19.0,10.1708,0,0,0,3,0,False,True,False,False,False,1,1,2.4133032309283076
689,18.0,7.7958,0,0,0,3,0,False,True,False,False,False,1,1,2.174274334826008
690,15.0,211.3375,1,0,1,1,1,False,True,False,False,True,2,0,5.35817698994543
691,31.0,57.0,0,1,0,1,1,False,True,False,False,False,2,0,4.060443010546419
692,4.0,13.4167,1,0,1,3,1,False,False,True,False,False,2,0,2.668387256845834
693,28.0,56.4958,0,0,0,3,1,False,True,False,False,False,1,1,4.05171190165724
694,25.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
695,60.0,26.55,0,0,0,1,0,False,True,False,True,False,1,1,3.3160025355989236
696,52.0,13.5,0,0,0,2,0,False,True,False,False,False,1,1,2.6741486494265287
697,44.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
698,28.0,7.7333,1,0,0,3,1,True,False,False,False,False,1,1,2.167143305297764
699,49.0,110.8833,0,1,1,1,0,False,False,False,False,False,3,0,4.717456363787216
700,42.0,7.65,0,0,0,3,0,False,True,False,False,False,1,1,2.157559320943788
701,18.0,227.525,1,1,0,1,1,False,False,False,False,False,2,0,5.4316456135398825
702,35.0,26.2875,0,0,0,1,1,False,True,False,False,False,1,1,3.3064287218760624
703,18.0,14.4542,1,0,1,3,0,False,False,False,False,False,2,0,2.737880811060884
704,25.0,7.7417,0,0,0,3,0,True,False,False,False,False,1,1,2.1681046787623672
705,26.0,7.8542,0,1,0,3,0,False,True,False,False,False,2,0,2.180891922715322
706,39.0,26.0,0,0,0,2,0,False,True,False,False,False,1,1,3.295836866004329
707,45.0,13.5,1,0,0,2,1,False,True,False,False,False,1,1,2.6741486494265287
708,42.0,26.2875,0,0,0,1,1,False,True,False,False,False,1,1,3.3064287218760624
709,22.0,151.55,1,0,0,1,1,False,True,False,False,False,1,1,5.027492411162679
710,28.0,15.2458,0,1,1,3,1,False,False,False,False,False,3,0,2.7878344138303452
711,24.0,49.5042,1,0,0,1,1,False,False,False,False,False,1,1,3.922056501139853
712,28.0,26.55,0,0,0,1,0,False,True,False,False,False,1,1,3.3160025355989236
713,48.0,52.0,0,1,0,1,1,False,True,False,False,False,2,0,3.970291913552122
714,29.0,9.4833,0,0,0,3,0,False,True,False,False,False,1,1,2.3497835148230464
715,52.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
716,19.0,7.65,0,0,0,3,0,False,True,False,False,False,1,1,2.157559320943788
717,38.0,227.525,1,0,0,1,1,False,False,False,False,False,1,1,5.4316456135398825
718,27.0,10.5,1,0,0,2,1,False,True,False,False,False,1,1,2.4423470353692043
719,28.0,15.5,0,0,0,3,0,True,False,False,False,False,1,1,2.803360380906535
720,33.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
721,6.0,33.0,1,0,1,2,1,False,True,True,False,False,2,0,3.5263605246161616
722,17.0,7.0542,0,1,0,3,0,False,True,False,False,True,2,0,2.086193694502369
723,34.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
724,50.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
725,27.0,53.1,0,1,0,1,1,False,True,False,False,False,2,0,3.9908341858524357
726,20.0,8.6625,0,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
727,30.0,21.0,1,3,0,2,1,False,True,False,False,False,4,0,3.091042453358316
728,28.0,7.7375,1,0,0,3,1,True,False,False,False,False,1,1,2.1676241075599285
729,25.0,26.0,0,1,0,2,0,False,True,False,False,False,2,0,3.295836866004329
730,25.0,7.925,1,1,0,3,0,False,True,False,False,False,2,0,2.188856327665703
731,29.0,211.3375,1,0,0,1,1,False,True,False,False,False,1,1,5.35817698994543
732,11.0,18.7875,0,0,0,3,0,False,False,True,False,False,1,1,2.9850504252071306
733,28.0,0.0,0,0,0,2,0,False,True,False,False,False,1,1,0.0
734,23.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
735,23.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
736,28.5,16.1,0,0,0,3,0,False,True,False,False,False,1,1,2.8390784635086144
737,48.0,34.375,1,1,3,3,0,False,True,False,False,False,5,0,3.5660053559634015
738,35.0,512.3292,0,0,0,1,1,False,False,False,False,False,1,1,6.240917354759096
739,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
740,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
741,28.0,30.0,0,0,0,1,1,False,True,False,False,False,1,1,3.4339872044851463
742,36.0,78.85,0,1,0,1,0,False,True,False,False,False,2,0,4.380149874661021
743,21.0,262.375,1,2,2,1,1,False,False,False,False,False,5,0,5.5735788721243535
744,24.0,16.1,0,1,0,3,0,False,True,False,False,False,2,0,2.8390784635086144
745,31.0,7.925,0,0,0,3,1,False,True,False,False,False,1,1,2.188856327665703
746,70.0,71.0,0,1,1,1,0,False,True,False,True,False,3,0,4.276666119016055
747,16.0,20.25,0,1,1,3,0,False,True,False,False,True,3,0,3.056356895370426
748,30.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
749,19.0,53.1,0,1,0,1,0,False,True,False,False,False,2,0,3.9908341858524357
750,31.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
751,4.0,23.0,1,1,1,2,1,False,True,True,False,False,3,0,3.1780538303479458
752,6.0,12.475,0,0,1,3,1,False,True,True,False,False,2,0,2.600836116795061
753,33.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
754,23.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
755,48.0,65.0,1,1,2,2,1,False,True,False,False,False,4,0,4.189654742026425
756,0.67,14.5,0,1,1,2,1,False,True,True,False,False,3,0,2.740840023925201
757,28.0,7.7958,0,0,0,3,0,False,True,False,False,False,1,1,2.174274334826008
758,18.0,11.5,0,0,0,2,0,False,True,False,False,False,1,1,2.5257286443082556
759,34.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
760,33.0,86.5,1,0,0,1,1,False,True,False,False,False,1,1,4.471638793363569
761,28.0,14.5,0,0,0,3,0,False,True,False,False,False,1,1,2.740840023925201
762,41.0,7.125,0,0,0,3,0,False,True,False,False,False,1,1,2.094945728215801
763,20.0,7.2292,0,0,0,3,1,False,False,False,False,False,1,1,2.1076888046179385
764,36.0,120.0,1,1,2,1,1,False,True,False,False,False,4,0,4.795790545596741
765,16.0,7.775,0,0,0,3,0,False,True,False,False,True,1,1,2.1719067693519296
766,51.0,77.9583,1,1,0,1,1,False,True,False,False,False,2,0,4.368919865004903
767,28.0,39.6,0,0,0,1,0,False,False,False,False,False,1,1,3.703768066607687
768,30.5,7.75,1,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
769,28.0,24.15,0,1,0,3,0,True,False,False,False,False,2,0,3.224857896545748
770,32.0,8.3625,0,0,0,3,0,False,True,False,False,False,1,1,2.236712348843338
771,24.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
772,48.0,7.8542,0,0,0,3,0,False,True,False,False,False,1,1,2.180891922715322
773,57.0,10.5,1,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
774,28.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
775,54.0,23.0,1,1,3,2,1,False,True,False,False,False,5,0,3.1780538303479458
776,18.0,7.75,0,0,0,3,0,False,True,False,False,False,1,1,2.169053700369523
777,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
778,5.0,12.475,1,0,0,3,1,False,True,True,False,False,1,1,2.600836116795061
779,28.0,7.7375,0,0,0,3,0,True,False,False,False,False,1,1,2.1676241075599285
780,43.0,211.3375,1,0,1,1,1,False,True,False,False,False,2,0,5.35817698994543
781,13.0,7.2292,1,0,0,3,1,False,False,False,False,True,1,1,2.1076888046179385
782,17.0,57.0,1,1,0,1,1,False,True,False,False,True,2,0,4.060443010546419
783,29.0,30.0,0,0,0,1,0,False,True,False,False,False,1,1,3.4339872044851463
784,28.0,23.45,0,1,2,3,0,False,True,False,False,False,4,0,3.196630215920881
785,25.0,7.05,0,0,0,3,0,False,True,False,False,False,1,1,2.0856720914304723
786,25.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
787,18.0,7.4958,1,0,0,3,1,False,True,False,False,False,1,1,2.139571923732859
788,8.0,29.125,0,4,1,3,0,True,False,True,False,False,6,0,3.405355391810819
789,1.0,20.575,0,1,2,3,1,False,True,True,False,False,4,0,3.0715352369694915
790,46.0,79.2,0,0,0,1,0,False,False,False,False,False,1,1,4.384523514872469
791,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
792,16.0,26.0,0,0,0,2,0,False,True,False,False,True,1,1,3.295836866004329
793,28.0,69.55,1,8,2,3,0,False,True,False,False,False,11,0,4.256321678298823
794,28.0,30.6958,0,0,0,1,0,False,False,False,False,False,1,1,3.4561841799918147
795,25.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
796,39.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
797,49.0,25.9292,1,0,0,1,1,False,True,False,False,False,1,1,3.2932111997353943
798,31.0,8.6833,1,0,0,3,1,False,True,False,False,False,1,1,2.270402752283094
799,30.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
800,30.0,24.15,1,1,1,3,0,False,True,False,False,False,3,0,3.224857896545748
801,34.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
802,31.0,26.25,1,1,1,2,1,False,True,False,False,False,3,0,3.305053521109253
803,11.0,120.0,0,1,2,1,1,False,True,True,False,False,4,0,4.795790545596741
804,0.42,8.5167,0,0,1,3,1,False,False,True,False,False,2,0,2.2530481500547457
805,27.0,6.975,0,0,0,3,1,False,True,False,False,False,1,1,2.076311648670908
806,31.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
807,39.0,0.0,0,0,0,1,0,False,True,False,False,False,1,1,0.0
808,18.0,7.775,1,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
809,39.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
810,33.0,53.1,1,1,0,1,1,False,True,False,False,False,2,0,3.9908341858524357
811,26.0,7.8875,0,0,0,3,0,False,True,False,False,False,1,1,2.184645795129359
812,39.0,24.15,0,0,0,3,0,False,True,False,False,False,1,1,3.224857896545748
813,35.0,10.5,0,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
814,6.0,31.275,1,4,2,3,0,False,True,True,False,False,7,0,3.4742929367327062
815,30.5,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
816,28.0,0.0,0,0,0,1,0,False,True,False,False,False,1,1,0.0
817,23.0,7.925,1,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
818,31.0,37.0042,0,1,1,2,0,False,False,False,False,False,3,0,3.637696679934592
819,43.0,6.45,0,0,0,3,0,False,True,False,False,False,1,1,2.0082140323914683
820,10.0,27.9,0,3,2,3,0,False,True,True,False,False,6,0,3.3638415951183864
821,52.0,93.5,1,1,1,1,1,False,True,False,False,False,3,0,4.548599834499697
822,27.0,8.6625,0,0,0,3,1,False,True,False,False,False,1,1,2.2682524139135403
823,38.0,0.0,0,0,0,1,0,False,True,False,False,False,1,1,0.0
824,27.0,12.475,1,0,1,3,1,False,True,False,False,False,2,0,2.600836116795061
825,2.0,39.6875,0,4,1,3,0,False,True,True,False,False,6,0,3.705920919968788
826,28.0,6.95,0,0,0,3,0,True,False,False,False,False,1,1,2.0731719286662407
827,28.0,56.4958,0,0,0,3,0,False,True,False,False,False,1,1,4.05171190165724
828,1.0,37.0042,0,0,2,2,1,False,False,True,False,False,3,0,3.637696679934592
829,28.0,7.75,0,0,0,3,1,True,False,False,False,False,1,1,2.169053700369523
830,62.0,80.0,1,0,0,1,1,False,True,False,True,False,1,1,4.394449154672439
831,15.0,14.4542,1,1,0,3,1,False,False,False,False,True,2,0,2.737880811060884
832,0.83,18.75,0,1,1,2,1,False,True,True,False,False,3,0,2.9831534913471307
833,28.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
834,23.0,7.8542,0,0,0,3,0,False,True,False,False,False,1,1,2.180891922715322
835,18.0,8.3,0,0,0,3,0,False,True,False,False,False,1,1,2.2300144001592104
836,39.0,83.1583,1,1,1,1,1,False,False,False,False,False,3,0,4.432699549165613
837,21.0,8.6625,0,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
838,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
839,32.0,56.4958,0,0,0,3,1,False,True,False,False,False,1,1,4.05171190165724
840,28.0,29.7,0,0,0,1,1,False,False,False,False,False,1,1,3.4242626545931514
841,20.0,7.925,0,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
842,16.0,10.5,0,0,0,2,0,False,True,False,False,True,1,1,2.4423470353692043
843,30.0,31.0,1,0,0,1,1,False,False,False,False,False,1,1,3.4657359027997265
844,34.5,6.4375,0,0,0,3,0,False,False,False,False,False,1,1,2.006534770871748
845,17.0,8.6625,0,0,0,3,0,False,True,False,False,True,1,1,2.2682524139135403
846,42.0,7.55,0,0,0,3,0,False,True,False,False,False,1,1,2.145931282948669
847,28.0,69.55,0,8,2,3,0,False,True,False,False,False,11,0,4.256321678298823
848,35.0,7.8958,0,0,0,3,0,False,False,False,False,False,1,1,2.1855792552411137
849,28.0,33.0,0,0,1,2,0,False,True,False,False,False,2,0,3.5263605246161616
850,28.0,89.1042,1,1,0,1,1,False,False,False,False,False,2,0,4.500966778400217
851,4.0,31.275,0,4,2,3,0,False,True,True,False,False,7,0,3.4742929367327062
852,74.0,7.775,0,0,0,3,0,False,True,False,True,False,1,1,2.1719067693519296
853,9.0,15.2458,1,1,1,3,0,False,False,True,False,False,3,0,2.7878344138303452
854,16.0,39.4,1,0,1,1,1,False,True,False,False,True,2,0,3.6988297849671046
855,44.0,26.0,1,1,0,2,0,False,True,False,False,False,2,0,3.295836866004329
856,18.0,9.35,1,0,1,3,1,False,True,False,False,False,2,0,2.336986519711378
857,45.0,164.8667,1,1,1,1,1,False,True,False,False,False,3,0,5.11118445372147
858,51.0,26.55,0,0,0,1,1,False,True,False,False,False,1,1,3.3160025355989236
859,24.0,19.2583,1,0,3,3,1,False,False,False,False,False,4,0,3.0085645861193133
860,28.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
861,41.0,14.1083,0,2,0,3,0,False,True,False,False,False,3,0,2.7152442616824506
862,21.0,11.5,0,1,0,2,0,False,True,False,False,False,2,0,2.5257286443082556
863,48.0,25.9292,1,0,0,1,1,False,True,False,False,False,1,1,3.2932111997353943
864,28.0,69.55,1,8,2,3,0,False,True,False,False,False,11,0,4.256321678298823
865,24.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
866,42.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
867,27.0,13.8583,1,1,0,2,1,False,False,False,False,False,2,0,2.698558631668595
868,31.0,50.4958,0,0,0,1,0,False,True,False,False,False,1,1,3.941500250945973
869,28.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
870,4.0,11.1333,0,1,1,3,1,False,True,True,False,False,3,0,2.495953738718064
871,26.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
872,47.0,52.5542,1,1,1,1,1,False,True,False,False,False,3,0,3.9806942251907276
873,33.0,5.0,0,0,0,1,0,False,True,False,False,False,1,1,1.791759469228055
874,47.0,9.0,0,0,0,3,0,False,True,False,False,False,1,1,2.302585092994046
875,28.0,24.0,1,1,0,2,1,False,False,False,False,False,2,0,3.2188758248682006
876,15.0,7.225,1,0,0,3,1,False,False,False,False,True,1,1,2.1071782966514356
877,20.0,9.8458,0,0,0,3,0,False,True,False,False,False,1,1,2.3837779082709782
878,19.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
879,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
880,56.0,83.1583,1,0,1,1,1,False,False,False,False,False,2,0,4.432699549165613
881,25.0,26.0,1,0,1,2,1,False,True,False,False,False,2,0,3.295836866004329
882,33.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
883,22.0,10.5167,1,0,0,3,0,False,True,False,False,False,1,1,2.4437981558973862
884,28.0,10.5,0,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
885,25.0,7.05,0,0,0,3,0,False,True,False,False,False,1,1,2.0856720914304723
886,39.0,29.125,1,0,5,3,0,True,False,False,False,False,6,0,3.405355391810819
887,27.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
888,19.0,30.0,1,0,0,1,1,False,True,False,False,False,1,1,3.4339872044851463
889,28.0,23.45,1,1,2,3,0,False,True,False,False,False,4,0,3.196630215920881
890,26.0,30.0,0,0,0,1,1,False,False,False,False,False,1,1,3.4339872044851463
891,32.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
892,34.5,7.8292,0,0,0,3,0,True,False,False,False,False,1,1,2.17806441028492
893,47.0,7.0,1,1,0,3,0,False,True,False,False,False,2,0,2.0794415416798357
894,62.0,9.6875,0,0,0,2,0,True,False,False,True,False,1,1,2.3690748342628787
895,27.0,8.6625,0,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
896,22.0,12.2875,1,1,1,3,0,False,True,False,False,False,3,0,2.586823743668066
897,14.0,9.225,0,0,0,3,0,False,True,False,False,True,1,1,2.3248357019288655
898,30.0,7.6292,1,0,0,3,0,True,False,False,False,False,1,1,2.155151800914312
899,26.0,29.0,0,1,1,2,0,False,True,False,False,False,3,0,3.4011973816621555
900,18.0,7.2292,1,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
901,21.0,24.15,0,2,0,3,0,False,True,False,False,False,3,0,3.224857896545748
902,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
903,46.0,26.0,0,0,0,1,0,False,True,False,False,False,1,1,3.295836866004329
904,23.0,82.2667,1,1,0,1,0,False,True,False,False,False,2,0,4.422048709343544
905,63.0,26.0,0,1,0,2,0,False,True,False,True,False,2,0,3.295836866004329
906,47.0,61.175,1,1,0,1,0,False,True,False,False,False,2,0,4.1299529896894684
907,24.0,27.7208,1,1,0,2,0,False,False,False,False,False,2,0,3.357621598945279
908,35.0,12.35,0,0,0,2,0,True,False,False,False,False,1,1,2.5915163848462583
909,21.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
910,27.0,7.925,1,1,0,3,0,False,True,False,False,False,2,0,2.188856327665703
911,45.0,7.225,1,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
912,55.0,59.4,0,1,0,1,0,False,False,False,False,False,2,0,4.100989104940769
913,9.0,3.1708,0,0,1,3,0,False,True,True,False,False,2,0,1.428107863933301
914,28.0,31.6833,1,0,0,1,0,False,True,False,False,False,1,1,3.4868642440859134
915,21.0,61.3792,0,0,1,1,0,False,False,False,False,False,2,0,4.133231886474144
916,48.0,262.375,1,1,3,1,0,False,False,False,False,False,5,0,5.5735788721243535
917,50.0,14.5,0,1,0,3,0,False,True,False,False,False,2,0,2.740840023925201
918,22.0,61.9792,1,0,1,1,0,False,False,False,False,False,2,0,4.142804513146981
919,22.5,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
920,41.0,30.5,0,0,0,1,0,False,True,False,False,False,1,1,3.449987545831587
921,28.0,21.6792,0,2,0,3,0,False,False,False,False,False,3,0,3.1214482048688246
922,50.0,26.0,0,1,0,2,0,False,True,False,False,False,2,0,3.295836866004329
923,24.0,31.5,0,2,0,2,0,False,True,False,False,False,3,0,3.481240089335692
924,33.0,20.575,1,1,2,3,0,False,True,False,False,False,4,0,3.0715352369694915
925,28.0,23.45,1,1,2,3,0,False,True,False,False,False,4,0,3.196630215920881
926,30.0,57.75,0,1,0,1,0,False,False,False,False,False,2,0,4.073291153024268
927,18.5,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
928,28.0,8.05,1,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
929,21.0,8.6625,1,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
930,25.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
931,28.0,56.4958,0,0,0,3,0,False,True,False,False,False,1,1,4.05171190165724
932,39.0,13.4167,0,0,1,3,0,False,False,False,False,False,2,0,2.668387256845834
933,28.0,26.55,0,0,0,1,0,False,True,False,False,False,1,1,3.3160025355989236
934,41.0,7.85,0,0,0,3,0,False,True,False,False,False,1,1,2.180417459019838
935,30.0,13.0,1,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
936,45.0,52.5542,1,1,0,1,0,False,True,False,False,False,2,0,3.9806942251907276
937,25.0,7.925,0,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
938,45.0,29.7,0,0,0,1,0,False,False,False,False,False,1,1,3.4242626545931514
939,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
940,60.0,76.2917,1,0,0,1,0,False,False,False,True,False,1,1,4.347586575960343
941,36.0,15.9,1,0,2,3,0,False,True,False,False,False,3,0,2.8273136219290276
942,24.0,60.0,0,1,0,1,0,False,True,False,False,False,2,0,4.110873864173311
943,27.0,15.0333,0,0,0,2,0,False,False,False,False,False,1,1,2.7746678094393658
944,20.0,23.0,1,2,1,2,0,False,True,False,False,False,4,0,3.1780538303479458
945,28.0,263.0,1,3,2,1,0,False,True,False,False,False,6,0,5.575949103146316
946,28.0,15.5792,0,0,0,2,0,False,False,False,False,False,1,1,2.808148897638332
947,10.0,29.125,0,4,1,3,0,True,False,True,False,False,6,0,3.405355391810819
948,35.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
949,25.0,7.65,0,0,0,3,0,False,True,False,False,False,1,1,2.157559320943788
950,28.0,16.1,0,1,0,3,0,False,True,False,False,False,2,0,2.8390784635086144
951,36.0,262.375,1,0,0,1,0,False,False,False,False,False,1,1,5.5735788721243535
952,17.0,7.8958,0,0,0,3,0,False,True,False,False,True,1,1,2.1855792552411137
953,32.0,13.5,0,0,0,2,0,False,True,False,False,False,1,1,2.6741486494265287
954,18.0,7.75,0,0,0,3,0,False,True,False,False,False,1,1,2.169053700369523
955,22.0,7.725,1,0,0,3,0,True,False,False,False,False,1,1,2.1661924680884908
956,13.0,262.375,0,2,2,1,0,False,False,False,False,True,5,0,5.5735788721243535
957,28.0,21.0,1,0,0,2,0,False,True,False,False,False,1,1,3.091042453358316
958,18.0,7.8792,1,0,0,3,0,True,False,False,False,False,1,1,2.1837114628556327
959,47.0,42.4,0,0,0,1,0,False,True,False,False,False,1,1,3.770459441106359
960,31.0,28.5375,0,0,0,1,0,False,False,False,False,False,1,1,3.3856606425130265
961,60.0,263.0,1,1,4,1,0,False,True,False,True,False,6,0,5.575949103146316
962,24.0,7.75,1,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
963,21.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
964,29.0,7.925,1,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
965,28.5,27.7208,0,0,0,1,0,False,False,False,False,False,1,1,3.357621598945279
966,35.0,211.5,1,0,0,1,0,False,False,False,False,False,1,1,5.358941988364472
967,32.5,211.5,0,0,0,1,0,False,False,False,False,False,1,1,5.358941988364472
968,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
969,55.0,25.7,1,2,0,1,0,False,True,False,False,False,3,0,3.2846635654062037
970,30.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
